Purchase order,ShipType,Ship Date,SKU,Qty Shipped,Weight [Kg],Customer,MOQ,Boxes
71666125361,L,1/3/25  5:11 p.m.,3015018,3,6.40,Customer  57,2,1
71666125341,L,1/3/25  5:11 p.m.,3015018,3,6.40,Customer  57,2,1
71666125301,L,1/3/25  5:11 p.m.,3015018,1,6.40,Customer  57,2,0
71666125331,T,1/4/25  9:24 a.m.,3015018,3,6.40,Customer  57,2,1
71666127101,L,1/3/25  5:11 p.m.,3002281,10,2.51,Customer  56,10,1
71666127101,L,1/3/25  5:11 p.m.,3002289,4,2.43,Customer  56,10,0
71666127101,L,1/3/25  5:11 p.m.,3002291,2,4.34,Customer  56,10,0
71666127101,L,1/3/25  5:11 p.m.,3002291,2,7.72,Customer  56,4,0
71666127101,L,1/3/25  5:11 p.m.,3005104,10,0.70,Customer  56,40,0
71666127101,L,1/3/25  5:11 p.m.,3005126,20,0.83,Customer  56,36,0
71666127101,L,1/3/25  5:11 p.m.,3005132,2,1.55,Customer  56,16,0
71666127101,L,1/3/25  5:11 p.m.,3006127,30,0.40,Customer  56,40,0
71666127101,L,1/3/25  5:11 p.m.,3006151,10,0.42,Customer  56,40,0
71666127101,L,1/3/25  5:11 p.m.,3018012,4,2.15,Customer  56,20,0
71666127101,L,1/3/25  5:11 p.m.,3018027,2,6.99,Customer  56,6,0
71666127101,L,1/3/25  5:11 p.m.,3024022,6,3.03,Customer  56,10,0
71666127101,L,1/3/25  5:11 p.m.,3029074,4,1.74,Customer  56,12,0
71666127101,L,1/3/25  5:11 p.m.,3029213,2,1.70,Customer  56,16,0
71666127101,L,1/3/25  5:11 p.m.,3074000,12,19.57,Customer  56,2,6
71666127101,L,1/3/25  5:11 p.m.,3074000,6,27.29,Customer  56,2,3
71666127101,L,1/3/25  5:11 p.m.,3074003,40,4.32,Customer  56,300,0
71666127101,L,1/3/25  5:11 p.m.,3113206,10,1.09,Customer  56,18,0
71666127101,L,1/3/25  5:11 p.m.,3113207,4,1.37,Customer  56,27,0
71666127101,L,1/3/25  5:11 p.m.,3113220,10,1.57,Customer  56,27,0
71666127101,L,1/3/25  5:11 p.m.,3113253,4,1.50,Customer  56,24,0
71666127101,L,1/3/25  5:11 p.m.,3175002,2,14.91,Customer  56,1,2
71666127101,L,1/3/25  5:11 p.m.,3175002,2,25.05,Customer  56,1,2
71666127101,L,1/3/25  5:11 p.m.,3278012,10,1.23,Customer  56,30,0
71666126871,L,1/2/25  5:19 p.m.,3113196,1,5.16,Customer  342,9,0
71666128301,L,1/4/25  9:57 a.m.,3002286,2,4.01,Customer  56,8,0
71666128301,L,1/4/25  9:57 a.m.,3002289,6,3.48,Customer  56,8,0
71666128301,L,1/4/25  9:57 a.m.,3002291,3,4.34,Customer  56,10,0
71666128301,L,1/4/25  9:57 a.m.,3002291,1,7.72,Customer  56,4,0
71666128301,L,1/4/25  9:57 a.m.,3002291,1,7.72,Customer  56,4,0
71666128301,L,1/4/25  9:57 a.m.,3005128,4,1.11,Customer  56,32,0
71666128301,L,1/4/25  9:57 a.m.,3018027,2,6.99,Customer  56,6,0
71666128301,L,1/4/25  9:57 a.m.,3024017,6,2.14,Customer  56,20,0
71666128301,L,1/4/25  9:57 a.m.,3026003,1,3.62,Customer  56,6,0
71666128301,L,1/4/25  9:57 a.m.,3029074,4,1.74,Customer  56,12,0
71666128301,L,1/4/25  9:57 a.m.,3029213,4,1.70,Customer  56,16,0
71666128301,L,1/4/25  9:57 a.m.,3036161,2,14.86,Customer  56,2,1
71666128301,L,1/4/25  9:57 a.m.,3036165,2,6.84,Customer  56,4,0
71666128301,L,1/4/25  9:57 a.m.,3049012,10,10.20,Customer  56,4,2
71666128301,L,1/4/25  9:57 a.m.,3074000,4,27.29,Customer  56,2,2
71666128301,L,1/4/25  9:57 a.m.,3113206,6,1.09,Customer  56,18,0
71666128301,L,1/4/25  9:57 a.m.,3113207,10,1.25,Customer  56,24,0
71666128301,L,1/4/25  9:57 a.m.,3113207,20,1.37,Customer  56,27,0
71666128301,L,1/4/25  9:57 a.m.,3113217,2,3.16,Customer  56,4,0
71666128301,L,1/4/25  9:57 a.m.,3140011,2,47.30,Customer  56,18,0
71666128301,L,1/4/25  9:57 a.m.,3140011,4,26.42,Customer  56,6,0
71666128301,L,1/4/25  9:57 a.m.,3143000,10,0.25,Customer  56,50,0
71666128301,L,1/4/25  9:57 a.m.,3175002,2,14.91,Customer  56,1,2
71666128301,L,1/4/25  9:57 a.m.,3175002,2,25.05,Customer  56,1,2
71666128301,L,1/4/25  9:57 a.m.,3278001,6,0.80,Customer  56,36,0
71666128051,L,1/2/25  5:19 p.m.,3170053,1,0.11,Customer  142,#N/A,#N/A
71666126641,L,1/2/25  5:19 p.m.,3018027,2,7.73,Customer  257,4,0
71666126641,L,1/2/25  5:19 p.m.,3113220,19,1.05,Customer  257,18,1
71666126041,L,1/4/25  9:57 a.m.,3036163,3,13.89,Customer  57,2,1
71666131121,L,1/2/25  5:19 p.m.,3002281,5,2.51,Customer  188,10,0
71666131121,L,1/2/25  5:19 p.m.,3002286,3,4.09,Customer  188,8,0
71666131121,L,1/2/25  5:19 p.m.,3002289,3,3.48,Customer  188,8,0
71666131121,L,1/2/25  5:19 p.m.,3002291,3,4.34,Customer  188,10,0
71666131121,L,1/2/25  5:19 p.m.,3002291,1,4.42,Customer  188,8,0
71666131121,L,1/2/25  5:19 p.m.,3005086,15,0.70,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3005104,1,1.31,Customer  188,32,0
71666131121,L,1/2/25  5:19 p.m.,3005113,40,0.49,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3005126,10,1.15,Customer  188,36,0
71666131121,L,1/2/25  5:19 p.m.,3005126,8,0.83,Customer  188,36,0
71666131121,L,1/2/25  5:19 p.m.,3005126,6,0.52,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3005126,6,0.79,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3005126,20,1.70,Customer  188,24,0
71666131121,L,1/2/25  5:19 p.m.,3005135,30,0.77,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3005135,40,0.49,Customer  188,45,0
71666131121,L,1/2/25  5:19 p.m.,3006127,40,0.40,Customer  188,40,1
71666131121,L,1/2/25  5:19 p.m.,3006142,10,0.66,Customer  188,40,0
71666131121,L,1/2/25  5:19 p.m.,3006151,20,0.42,Customer  188,40,0
71666131121,L,1/2/25  5:19 p.m.,3015018,1,5.07,Customer  188,2,0
71666131121,L,1/2/25  5:19 p.m.,3024017,2,2.14,Customer  188,20,0
71666131121,L,1/2/25  5:19 p.m.,3024022,20,0.38,Customer  188,20,1
71666131121,L,1/2/25  5:19 p.m.,3024022,4,0.18,Customer  188,40,0
71666131121,L,1/2/25  5:19 p.m.,3029005,2,4.30,Customer  188,12,0
71666131121,L,1/2/25  5:19 p.m.,3029199,2,1.52,Customer  188,20,0
71666131121,L,1/2/25  5:19 p.m.,3029204,2,4.24,Customer  188,12,0
71666131121,L,1/2/25  5:19 p.m.,3053006,1,1.49,Customer  188,10,0
71666131121,L,1/2/25  5:19 p.m.,3053028,1,2.80,Customer  188,8,0
71666131121,L,1/2/25  5:19 p.m.,3053036,2,3.63,Customer  188,6,0
71666131121,L,1/2/25  5:19 p.m.,3074003,30,3.24,Customer  188,300,0
71666131121,L,1/2/25  5:19 p.m.,3113233,2,1.29,Customer  188,27,0
71666131121,L,1/2/25  5:19 p.m.,3140011,2,26.42,Customer  188,6,0
71666131121,L,1/2/25  5:19 p.m.,3278001,8,1.15,Customer  188,36,0
71666131121,L,1/2/25  5:19 p.m.,3631010,100,1.50,Customer  188,5000,0
71666131031,L,1/3/25  5:11 p.m.,3002280,4,2.47,Customer  56,10,0
71666131031,L,1/3/25  5:11 p.m.,3002291,4,7.72,Customer  56,4,1
71666131031,L,1/3/25  5:11 p.m.,3005132,2,1.55,Customer  56,16,0
71666131031,L,1/3/25  5:11 p.m.,3029213,2,1.70,Customer  56,16,0
71666131031,L,1/3/25  5:11 p.m.,3036161,1,14.86,Customer  56,2,0
71666131031,L,1/3/25  5:11 p.m.,3036165,2,6.88,Customer  56,4,0
71666131031,L,1/3/25  5:11 p.m.,3113136,2,1.57,Customer  56,24,0
71666131031,L,1/3/25  5:11 p.m.,3113207,4,1.28,Customer  56,27,0
71666131031,L,1/3/25  5:11 p.m.,3113207,10,1.37,Customer  56,32,0
71666131031,L,1/3/25  5:11 p.m.,3113220,10,1.57,Customer  56,27,0
71666131031,L,1/3/25  5:11 p.m.,3175002,1,14.91,Customer  56,1,1
71666131031,L,1/3/25  5:11 p.m.,3175002,1,25.05,Customer  56,1,1
71666131031,L,1/3/25  5:11 p.m.,3278001,14,0.80,Customer  56,36,0
71666130151,L,1/4/25  9:57 a.m.,3002291,2,4.34,Customer  56,10,0
71666130151,L,1/4/25  9:57 a.m.,3002291,2,7.72,Customer  56,4,0
71666130151,L,1/4/25  9:57 a.m.,3005126,2,1.70,Customer  56,24,0
71666130151,L,1/4/25  9:57 a.m.,3006134,8,0.69,Customer  56,40,0
71666130151,L,1/4/25  9:57 a.m.,3024022,8,0.38,Customer  56,20,0
71666130151,L,1/4/25  9:57 a.m.,3029137,2,11.92,Customer  56,4,0
71666130151,L,1/4/25  9:57 a.m.,3029213,10,1.70,Customer  56,16,0
71666130151,L,1/4/25  9:57 a.m.,3036165,6,7.94,Customer  56,4,1
71666130151,L,1/4/25  9:57 a.m.,3049012,16,10.20,Customer  56,4,4
71666130151,L,1/4/25  9:57 a.m.,3074000,10,27.29,Customer  56,2,5
71666130151,L,1/4/25  9:57 a.m.,3074001,10,28.36,Customer  56,2,5
71666130151,L,1/4/25  9:57 a.m.,3113207,14,1.25,Customer  56,24,0
71666130151,L,1/4/25  9:57 a.m.,3113207,4,1.37,Customer  56,27,0
71666130151,L,1/4/25  9:57 a.m.,3113207,10,1.34,Customer  56,27,0
71666130151,L,1/4/25  9:57 a.m.,3278006,10,1.59,Customer  56,16,0
71666130571,L,1/3/25  5:11 p.m.,3002286,2,4.09,Customer  57,8,0
71666130571,L,1/3/25  5:11 p.m.,3002291,3,7.72,Customer  57,4,0
71666130571,L,1/3/25  5:11 p.m.,3002291,1,4.42,Customer  57,8,0
71666130571,L,1/3/25  5:11 p.m.,3002291,1,7.72,Customer  57,4,0
71666130571,L,1/3/25  5:11 p.m.,3006151,10,0.42,Customer  57,40,0
71666130571,L,1/3/25  5:11 p.m.,3018027,2,2.08,Customer  57,20,0
71666130571,L,1/3/25  5:11 p.m.,3024022,4,0.38,Customer  57,20,0
71666130571,L,1/3/25  5:11 p.m.,3029074,4,1.70,Customer  57,12,0
71666130571,L,1/3/25  5:11 p.m.,3029191,2,1.56,Customer  57,12,0
71666130571,L,1/3/25  5:11 p.m.,3029213,10,1.70,Customer  57,16,0
71666130571,L,1/3/25  5:11 p.m.,3036161,8,13.77,Customer  57,2,4
71666130571,L,1/3/25  5:11 p.m.,3036165,2,7.94,Customer  57,4,0
71666130571,L,1/3/25  5:11 p.m.,3049012,8,10.20,Customer  57,4,2
71666130571,L,1/3/25  5:11 p.m.,3113206,20,1.09,Customer  57,18,1
71666130571,L,1/3/25  5:11 p.m.,3113207,30,1.25,Customer  57,27,1
71666130571,L,1/3/25  5:11 p.m.,3113207,10,1.37,Customer  57,27,0
71666130571,L,1/3/25  5:11 p.m.,3113220,30,1.57,Customer  57,27,1
71666130571,L,1/3/25  5:11 p.m.,3140011,4,26.42,Customer  57,6,0
71666130571,L,1/3/25  5:11 p.m.,3143001,8,0.14,Customer  57,40,0
71666130571,L,1/3/25  5:11 p.m.,3175002,1,25.05,Customer  57,1,1
71666130571,L,1/3/25  5:11 p.m.,3175004,4,6.86,Customer  57,1,4
71666131891,L,1/3/25  5:14 p.m.,3002291,4,7.72,Customer  56,4,1
71666131891,L,1/3/25  5:14 p.m.,3005095,1,1.84,Customer  56,12,0
71666131891,L,1/3/25  5:14 p.m.,3006134,2,0.69,Customer  56,40,0
71666131891,L,1/3/25  5:14 p.m.,3018027,2,1.64,Customer  56,20,0
71666131891,L,1/3/25  5:14 p.m.,3024017,4,0.44,Customer  56,20,0
71666131891,L,1/3/25  5:14 p.m.,3049012,10,10.20,Customer  56,4,2
71666131891,L,1/3/25  5:14 p.m.,3113206,2,1.09,Customer  56,18,0
71666131891,L,1/3/25  5:14 p.m.,3113207,20,1.25,Customer  56,24,0
71666131891,L,1/3/25  5:14 p.m.,3113207,12,1.37,Customer  56,32,0
71666131891,L,1/3/25  5:14 p.m.,3140011,2,26.42,Customer  56,6,0
71666131891,L,1/3/25  5:14 p.m.,3175004,2,6.86,Customer  56,1,2
71666131791,L,1/3/25  1:27 p.m.,3038012,10,0.97,Customer  1,8,1
71666131831,T,1/4/25  9:24 a.m.,3002268,6,4.16,Customer  56,8,0
71666131831,T,1/4/25  9:24 a.m.,3002280,6,2.47,Customer  56,10,0
71666131831,T,1/4/25  9:24 a.m.,3002281,16,2.38,Customer  56,10,1
71666131831,T,1/4/25  9:24 a.m.,3002286,10,4.01,Customer  56,8,1
71666131831,T,1/4/25  9:24 a.m.,3002291,4,4.34,Customer  56,10,0
71666131831,T,1/4/25  9:24 a.m.,3002291,10,7.72,Customer  56,4,2
71666131831,T,1/4/25  9:24 a.m.,3002291,6,4.42,Customer  56,8,0
71666131831,T,1/4/25  9:24 a.m.,3002291,4,7.72,Customer  56,4,1
71666131831,T,1/4/25  9:24 a.m.,3002292,6,16.42,Customer  56,8,0
71666131831,T,1/4/25  9:24 a.m.,3005128,10,1.12,Customer  56,32,0
71666131831,T,1/4/25  9:24 a.m.,3005128,6,1.11,Customer  56,32,0
71666131831,T,1/4/25  9:24 a.m.,3005128,2,1.16,Customer  56,32,0
71666131831,T,1/4/25  9:24 a.m.,3005130,2,1.45,Customer  56,32,0
71666131831,T,1/4/25  9:24 a.m.,3006127,300,0.40,Customer  56,40,7
71666131831,T,1/4/25  9:24 a.m.,3006134,140,0.45,Customer  56,40,3
71666131831,T,1/4/25  9:24 a.m.,3006148,10,0.61,Customer  56,36,0
71666131831,T,1/4/25  9:24 a.m.,3018012,10,2.15,Customer  56,20,0
71666131831,T,1/4/25  9:24 a.m.,3018020,2,8.07,Customer  56,4,0
71666131831,T,1/4/25  9:24 a.m.,3018027,10,2.08,Customer  56,20,0
71666131831,T,1/4/25  9:24 a.m.,3018027,2,7.92,Customer  56,4,0
71666131831,T,1/4/25  9:24 a.m.,3024017,10,0.44,Customer  56,40,0
71666131831,T,1/4/25  9:24 a.m.,3024022,20,0.38,Customer  56,20,1
71666131831,T,1/4/25  9:24 a.m.,3029180,6,1.61,Customer  56,18,0
71666131831,T,1/4/25  9:24 a.m.,3029213,10,1.70,Customer  56,16,0
71666131831,T,1/4/25  9:24 a.m.,3036161,8,13.77,Customer  56,2,4
71666131831,T,1/4/25  9:24 a.m.,3036161,1,14.86,Customer  56,2,0
71666131831,T,1/4/25  9:24 a.m.,3036165,2,6.84,Customer  56,4,0
71666131831,T,1/4/25  9:24 a.m.,3036165,6,7.94,Customer  56,4,1
71666131831,T,1/4/25  9:24 a.m.,3036165,4,7.47,Customer  56,4,1
71666131831,T,1/4/25  9:24 a.m.,3049012,10,10.20,Customer  56,4,2
71666131831,T,1/4/25  9:24 a.m.,3053036,4,3.65,Customer  56,6,0
71666131831,T,1/4/25  9:24 a.m.,3053036,4,3.63,Customer  56,6,0
71666131831,T,1/4/25  9:24 a.m.,3074001,10,28.36,Customer  56,2,5
71666131831,T,1/4/25  9:24 a.m.,3113160,10,1.06,Customer  56,18,0
71666131831,T,1/4/25  9:24 a.m.,3113206,20,1.09,Customer  56,18,1
71666131831,T,1/4/25  9:24 a.m.,3113207,10,1.37,Customer  56,27,0
71666131831,T,1/4/25  9:24 a.m.,3113207,14,1.37,Customer  56,32,0
71666131831,T,1/4/25  9:24 a.m.,3140011,6,26.42,Customer  56,6,1
71666131831,T,1/4/25  9:24 a.m.,3143001,2,0.35,Customer  56,40,0
71666131831,T,1/4/25  9:24 a.m.,3175002,4,25.05,Customer  56,1,4
71666131831,T,1/4/25  9:24 a.m.,3278001,20,0.80,Customer  56,36,0
71666131831,T,1/4/25  9:24 a.m.,3278006,20,0.81,Customer  56,36,0
71666131831,T,1/4/25  9:24 a.m.,3278006,10,1.59,Customer  56,16,0
71666131831,T,1/4/25  9:24 a.m.,3278012,6,1.23,Customer  56,30,0
71666131831,T,1/4/25  9:24 a.m.,3278013,10,1.13,Customer  56,8,1
71666131391,L,1/3/25  5:14 p.m.,3002281,2,3.17,Customer  56,8,0
71666131391,L,1/3/25  5:14 p.m.,3002281,10,3.26,Customer  56,8,1
71666131391,L,1/3/25  5:14 p.m.,3002281,10,2.38,Customer  56,10,1
71666131391,L,1/3/25  5:14 p.m.,3002281,10,2.51,Customer  56,10,1
71666131391,L,1/3/25  5:14 p.m.,3002286,14,4.01,Customer  56,8,1
71666131391,L,1/3/25  5:14 p.m.,3002289,5,2.43,Customer  56,10,0
71666131391,L,1/3/25  5:14 p.m.,3002291,4,4.34,Customer  56,10,0
71666131391,L,1/3/25  5:14 p.m.,3002291,11,7.72,Customer  56,4,2
71666131391,L,1/3/25  5:14 p.m.,3005126,40,0.52,Customer  56,45,0
71666131391,L,1/3/25  5:14 p.m.,3006127,30,0.40,Customer  56,40,0
71666131391,L,1/3/25  5:14 p.m.,3024017,10,0.44,Customer  56,40,0
71666131391,L,1/3/25  5:14 p.m.,3024022,4,3.03,Customer  56,10,0
71666131391,L,1/3/25  5:14 p.m.,3024022,20,0.38,Customer  56,20,1
71666131391,L,1/3/25  5:14 p.m.,3024022,14,0.18,Customer  56,40,0
71666131391,L,1/3/25  5:14 p.m.,3029180,2,1.61,Customer  56,18,0
71666131391,L,1/3/25  5:14 p.m.,3029213,2,1.70,Customer  56,16,0
71666131391,L,1/3/25  5:14 p.m.,3036165,4,6.88,Customer  56,4,1
71666131391,L,1/3/25  5:14 p.m.,3074003,40,4.32,Customer  56,300,0
71666131391,L,1/3/25  5:14 p.m.,3113206,8,1.09,Customer  56,18,0
71666131391,L,1/3/25  5:14 p.m.,3113207,40,1.37,Customer  56,32,1
71666131391,L,1/3/25  5:14 p.m.,3175002,2,14.91,Customer  56,1,2
71666131391,L,1/3/25  5:14 p.m.,3175002,2,25.05,Customer  56,1,2
71666131391,L,1/3/25  5:14 p.m.,3175004,4,6.86,Customer  56,1,4
71666131391,L,1/3/25  5:14 p.m.,3278001,10,0.80,Customer  56,36,0
71666131391,L,1/3/25  5:14 p.m.,3278012,10,1.17,Customer  56,1,10
71666131391,L,1/3/25  5:14 p.m.,3278013,10,1.13,Customer  56,8,1
71666132131,L,1/2/25  5:19 p.m.,3002281,10,2.38,Customer  307,10,1
71666132131,L,1/2/25  5:19 p.m.,3002285,2,7.70,Customer  307,4,0
71666132131,L,1/2/25  5:19 p.m.,3002289,2,2.56,Customer  307,10,0
71666132131,L,1/2/25  5:19 p.m.,3002289,5,3.59,Customer  307,10,0
71666132131,L,1/2/25  5:19 p.m.,3005119,20,0.73,Customer  307,45,0
71666132131,L,1/2/25  5:19 p.m.,3006134,50,0.45,Customer  307,40,1
71666132131,L,1/2/25  5:19 p.m.,3113206,10,1.09,Customer  307,18,0
71666132131,L,1/2/25  5:19 p.m.,3278000,50,0.45,Customer  307,40,1
71666132271,L,1/3/25  5:11 p.m.,3036161,21,7.80,Customer  56,4,5
71666132271,L,1/3/25  5:11 p.m.,3113207,42,1.35,Customer  56,27,1
71666132231,L,1/4/25  9:57 a.m.,3113160,60,1.06,Customer  56,18,3
71666132241,L,1/3/25  5:11 p.m.,3024017,1,2.14,Customer  56,20,0
71666132241,L,1/3/25  5:11 p.m.,3024022,2,0.38,Customer  56,20,0
71666132241,L,1/3/25  5:11 p.m.,3024022,1,0.18,Customer  56,40,0
71666132161,L,1/3/25  5:11 p.m.,3075005,1,11.64,Customer  57,1,1
71666131911,L,1/3/25  1:27 p.m.,3002281,1,3.41,Customer  1,8,0
71666131911,L,1/3/25  1:27 p.m.,3002289,2,3.48,Customer  1,8,0
71666131911,L,1/3/25  1:27 p.m.,3278000,15,0.45,Customer  1,40,0
71666132111,L,1/3/25  5:11 p.m.,3036161,1,13.77,Customer  56,2,0
71666132111,L,1/3/25  5:11 p.m.,3053037,4,1.72,Customer  56,20,0
71666132071,L,1/2/25  5:19 p.m.,3053014,40,1.42,Customer  115,20,2
71666132051,L,1/3/25  5:11 p.m.,3002286,4,4.09,Customer  57,8,0
71666132051,L,1/3/25  5:11 p.m.,3002291,2,4.34,Customer  57,10,0
71666132051,L,1/3/25  5:11 p.m.,3002291,2,7.72,Customer  57,4,0
71666132051,L,1/3/25  5:11 p.m.,3006127,20,0.40,Customer  57,40,0
71666132051,L,1/3/25  5:11 p.m.,3113206,10,1.09,Customer  57,18,0
71666132051,L,1/3/25  5:11 p.m.,3175002,1,14.91,Customer  57,1,1
71666132191,L,1/3/25  5:11 p.m.,3015018,10,5.07,Customer  56,2,5
71666132191,L,1/3/25  5:11 p.m.,3015018,10,5.12,Customer  56,2,5
71666132191,L,1/3/25  5:11 p.m.,3024018,6,3.02,Customer  56,10,0
71666132191,L,1/3/25  5:11 p.m.,3036161,4,13.77,Customer  56,2,2
71666132191,L,1/3/25  5:11 p.m.,3113207,30,1.25,Customer  56,24,1
71666132191,L,1/3/25  5:11 p.m.,3113207,30,1.25,Customer  56,27,1
71666132191,L,1/3/25  5:11 p.m.,3113263,10,1.21,Customer  56,20,0
71666132191,L,1/3/25  5:11 p.m.,3140011,10,26.42,Customer  56,6,1
71666132191,L,1/3/25  5:11 p.m.,3278012,10,1.23,Customer  56,30,0
71666135391,L,1/4/25  9:57 a.m.,3024017,8,0.44,Customer  56,40,0
71666135391,L,1/4/25  9:57 a.m.,3024017,2,1.30,Customer  56,20,0
71666135391,L,1/4/25  9:57 a.m.,3024018,8,3.02,Customer  56,10,0
71666135391,L,1/4/25  9:57 a.m.,3024022,11,0.38,Customer  56,20,0
71666133321,L,1/4/25  9:57 a.m.,3006141,2,0.90,Customer  57,36,0
71666133321,L,1/4/25  9:57 a.m.,3038017,2,0.54,Customer  57,1,2
71666133321,L,1/4/25  9:57 a.m.,3054021,1,3.38,Customer  57,6,0
71666132401,L,1/4/25  9:57 a.m.,3015018,2,5.07,Customer  255,2,1
71666132401,L,1/4/25  9:57 a.m.,3018027,4,2.08,Customer  255,20,0
71666132401,L,1/4/25  9:57 a.m.,3053014,15,1.42,Customer  255,20,0
71666134621,L,1/3/25  5:11 p.m.,3036161,1,7.80,Customer  54,4,0
71666134621,L,1/3/25  5:11 p.m.,3054014,4,5.27,Customer  54,9,0
71666134321,L,1/4/25  9:57 a.m.,3151019,2,129.88,Customer  255,1,2
71666135401,L,1/2/25  5:19 p.m.,3176001,2,148.53,Customer  349,1,2
71666132281,L,1/3/25  5:11 p.m.,3113207,3,1.35,Customer  54,27,0
71666132281,L,1/3/25  5:11 p.m.,3113233,2,1.29,Customer  54,27,0
71666132281,L,1/3/25  5:11 p.m.,3113253,39,1.50,Customer  54,24,1
71666137291,L,1/2/25  5:19 p.m.,3002280,5,2.53,Customer  230,10,0
71666137291,L,1/2/25  5:19 p.m.,3002280,4,2.47,Customer  230,10,0
71666137291,L,1/2/25  5:19 p.m.,3002289,6,2.56,Customer  230,10,0
71666137291,L,1/2/25  5:19 p.m.,3005128,6,1.15,Customer  230,32,0
71666137291,L,1/2/25  5:19 p.m.,3006127,12,0.40,Customer  230,40,0
71666137291,L,1/2/25  5:19 p.m.,3053036,2,3.63,Customer  230,6,0
71666137291,L,1/2/25  5:19 p.m.,3143005,6,1.16,Customer  230,12,0
71666137291,L,1/2/25  5:19 p.m.,3278012,4,1.23,Customer  230,30,0
71666137271,L,1/2/25  5:19 p.m.,3002281,3,3.26,Customer  267,8,0
71666137271,L,1/2/25  5:19 p.m.,3002281,3,3.41,Customer  267,8,0
71666137271,L,1/2/25  5:19 p.m.,3005113,10,0.49,Customer  267,45,0
71666137271,L,1/2/25  5:19 p.m.,3005119,10,0.49,Customer  267,45,0
71666137271,L,1/2/25  5:19 p.m.,3006127,10,0.40,Customer  267,40,0
71666137271,L,1/2/25  5:19 p.m.,3006134,10,0.45,Customer  267,40,0
71666137451,T,1/3/25  6:24 a.m.,3113253,2,1.50,Customer  347,24,0
71666138891,T,1/3/25  6:24 a.m.,3006154,36,0.55,Customer  8,36,1
71666138921,L,1/4/25  9:57 a.m.,3113228,90,1.27,Customer  254,#N/A,#N/A
71666138961,T,1/3/25  6:24 a.m.,3151010,5,9.44,Customer  347,1,5
71666139021,P,1/3/25  6:05 p.m.,3018027,1,7.59,Customer  347,6,0
71666139051,T,1/3/25  6:24 a.m.,3029182,8,2.33,Customer  347,6,1
71666139041,P,1/3/25  6:05 p.m.,3036161,1,13.77,Customer  347,2,0
71666140561,P,1/3/25  6:05 p.m.,3054022,1,3.39,Customer  347,6,0
71666140571,L,1/4/25  9:57 a.m.,3053031,1,7.35,Customer  254,4,0
71666148971,L,1/4/25  9:57 a.m.,3075004,20,2.17,Customer  254,20,1
71666142211,L,1/4/25  9:57 a.m.,3113198,50,4.44,Customer  254,9,5
71666140611,L,1/2/25  5:19 p.m.,3270002,3,18.52,Customer  85,2,1
71666151081,L,1/4/25  9:57 a.m.,3143001,3,0.19,Customer  254,40,0
71666150971,T,1/3/25  6:24 a.m.,3053034,2,0.91,Customer  347,20,0
71666151511,T,1/3/25  6:24 a.m.,3113220,34,1.05,Customer  347,18,1
71666153311,L,1/4/25  9:57 a.m.,3113228,16,1.11,Customer  254,30,0
71666151781,T,1/3/25  6:24 a.m.,1901847,20,9.97,Customer  161,1,20
71666151781,T,1/3/25  6:24 a.m.,3170004,1,6.86,Customer  161,4,0
71666151781,T,1/3/25  6:24 a.m.,3170022,1,3.99,Customer  161,8,0
71666151781,T,1/3/25  6:24 a.m.,3170053,4,3.62,Customer  161,4,1
71666151781,T,1/3/25  6:24 a.m.,3170054,21,30.82,Customer  161,1,21
71666153851,L,1/4/25  9:57 a.m.,3113135,80,1.57,Customer  254,18,4
71666153861,T,1/3/25  6:24 a.m.,3053014,1,1.42,Customer  347,20,0
71666153821,L,1/4/25  9:57 a.m.,3036163,14,13.89,Customer  254,2,7
71666153841,T,1/3/25  6:24 a.m.,3113228,47,1.11,Customer  347,30,1
71666153901,T,1/3/25  6:24 a.m.,3113220,1,1.05,Customer  347,18,0
71666153951,T,1/3/25  6:24 a.m.,3026003,1,3.62,Customer  43,6,0
71666153921,T,1/3/25  6:24 a.m.,3002292,1,16.42,Customer  347,8,0
71666153931,T,1/3/25  6:24 a.m.,3002280,2,2.53,Customer  43,10,0
71666153931,T,1/3/25  6:24 a.m.,3002280,3,2.47,Customer  43,10,0
71666153931,T,1/3/25  6:24 a.m.,3002281,4,3.17,Customer  43,8,0
71666153931,T,1/3/25  6:24 a.m.,3002281,4,3.26,Customer  43,8,0
71666153931,T,1/3/25  6:24 a.m.,3002281,2,2.38,Customer  43,10,0
71666153931,T,1/3/25  6:24 a.m.,3002281,2,2.51,Customer  43,10,0
71666153931,T,1/3/25  6:24 a.m.,3002281,1,3.41,Customer  43,8,0
71666153931,T,1/3/25  6:24 a.m.,3002285,1,7.70,Customer  43,4,0
71666153931,T,1/3/25  6:24 a.m.,3002291,1,7.72,Customer  43,4,0
71666153931,T,1/3/25  6:24 a.m.,3005113,2,0.49,Customer  43,45,0
71666153931,T,1/3/25  6:24 a.m.,3005132,2,1.55,Customer  43,16,0
71666153931,T,1/3/25  6:24 a.m.,3006127,4,0.40,Customer  43,40,0
71666153931,T,1/3/25  6:24 a.m.,3006134,2,0.45,Customer  43,40,0
